month	day	plot_id	species_id	sex	hindfoot_length	weight
8	21	1977	21	DM	M	35	
9	11	1977	20	DM	M	36	37
9	11	1977	22	DM	M	36	48
9	11	1977	5	DS	M	53	
9	11	1977	21	DM	M	37	
9	11	1977	5	DM	M	37	42
9	11	1977	6	DM	F	39	45
9	11	1977	12	PP	F	21	16
9	11	1977	22	DM	F	36	36
9	11	1977	19	DS	F	50	
9	11	1977	21	OX	M	13	
9	11	1977	6	DM	M	36	42
9	11	1977	12	DM	M	36	44
9	11	1977	5	DM	M	37	
9	11	1977	20	DM	F	36	41
9	11	1977	12	NL			
9	11	1977	22	PF	F		8
9	11	1977	12	DM	F	36	40
9	11	1977	12	DM	M	37	34
9	11	1977	19	DM	M	33	40
9	11	1977	12	DS	M	45	
9	11	1977	5	OX	F		20
9	11	1977	18	DM	M	33	44
9	11	1977	12	DM	M	37	44
9	11	1977	6	DM	M	34	36
9	11	1977	20	DM	M	35	33
9	11	1977	21	DS	M	49	
9	11	1977	5	DM	F	37	46
9	11	1977	20	DS	M	52	
9	11	1977	12	OX	F	19	
9	11	1977	19	DM	F	34	35
9	12	1977	17	DM	M	36	46
9	12	1977	14	DS	F	48	
9	12	1977	17	DM	F	33	37
9	12	1977	7	DM	M	36	34
9	12	1977	17	DS	M	47	
9	12	1977	4	DM	F	36	45
9	12	1977	7	PE			
9	12	1977	11	NL			
9	12	1977	4	DS	M	50	
9	12	1977	7	PF	F	15	7
9	12	1977	14	DM	M	37	51
9	12	1977	4	DM	M	35	39
9	12	1977	11	DM	M	36	29
9	12	1977	17	DS	F	52	
9	12	1977	10	DS	M	47	
9	12	1977	17	DM	F	32	48
9	12	1977	11	DM	M	38	46
9	12	1977	16	DM	F	37	41
9	12	1977	16	DS	M	50	
9	12	1977	23	DS	F	52	
9	12	1977	16	DS	F	53	
9	12	1977	14	DM	M	37	45
9	12	1977	17	DM	F	35	42
9	12	1977	11	DM	F	36	53
9	12	1977	4	DS	F	48	
9	12	1977	16	PF			
9	12	1977	14	DM	F	35	49
9	12	1977	17	NL			
9	12	1977	14	DM	F	36	46
9	12	1977	4	PF	F	13	9
9	13	1977	3	PP	F	19	15
9	13	1977	1	PF	M	13	4
9	13	1977	13	DM	M	36	48
9	13	1977	2	DS	M	52	
9	13	1977	3	DM			
9	13	1977	1	DS	M	52	
9	13	1977	8	DS	F	50	
9	13	1977	2	NL			
9	13	1977	15	DM			
9	13	1977	2	DM	M	37	51
9	13	1977	15	DM			
9	13	1977	9	DM	M	38	50
9	13	1977	13	DM	M	35	44
9	13	1977	15	DM			
9	13	1977	15	DS			
9	13	1977	9	DS	M	48	
9	13	1977	2	DM	M	25	44
9	13	1977	9	DM	M	35	45
9	13	1977	13	DM	F	37	45
9	13	1977	9	DS	F	47	
9	13	1977	9	DS	F	50	
9	13	1977	2	PE	M	20	19
9	13	1977	1	DS	M	48	
9	13	1977	9	DS	F	53	
9	13	1977	3	DS			
9	13	1977	2	OX	M	19	22
10	16	1977	6	DM	F	38	44
10	16	1977	22	DM	F	36	42
10	16	1977	2	DM	M	37	39
10	16	1977	13	DM	M	37	47
10	16	1977	2	DS	M	54	
10	16	1977	22	OT	M		21
10	16	1977	13	DM	M	36	42
10	16	1977	18	DS	F	51	
10	16	1977	2	DM	M	36	49
10	16	1977	6	DS	F	53	
10	16	1977	20	DM	M	38	39
10	16	1977	20	DM	F	36	43
10	16	1977	18	DM	M	35	50
10	16	1977	6	DM	M	36	41
10	16	1977	2	DM	M	37	47
10	16	1977	18	DM	F	36	37
10	16	1977	2	DM	M	36	41
10	16	1977	22	DM	F	36	36
10	16	1977	6	DM	M	36	45
10	16	1977	20	PE	M	19	20
10	16	1977	1	DM	M	37	40
10	16	1977	9	DS	F	49	
10	16	1977	9	DM	M	38	49
10	16	1977	2	NL			
10	16	1977	22	DS	F	46	
10	16	1977	2	DM	F	36	55
10	16	1977	6	DM	M	37	46
10	16	1977	1	DM	F	36	38
10	16	1977	9	DS	F	50	
10	16	1977	18	NL			
10	16	1977	9	DM	M	37	44
10	16	1977	2	OL	F	20	21
10	16	1977	20	DM	M	37	41
10	16	1977	1	DS	F	50	
10	16	1977	6	OL		20	21
10	16	1977	9	DS	M	50	
10	16	1977	2	PE	F	19	
10	16	1977	18	DM	M	37	46
10	16	1977	20	NL			
10	16	1977	22	NL			
10	16	1977	6	DM	M	34	36
10	16	1977	13	DM	M	37	44
10	16	1977	1	DM	M	36	53
10	16	1977	20	DS	M	50	
10	17	1977	17	DM	M	38	41
10	17	1977	17	DM	M	37	48
10	17	1977	14	DM	M	38	47
10	17	1977	17	DM	F	33	
10	17	1977	11	DS	F	47	
10	17	1977	3	DO	F	36	33
10	17	1977	4	DM	F	36	42
10	17	1977	3	DO	F	37	50
10	17	1977	11	DM	M	36	41
10	17	1977	17	OT		18	21
10	17	1977	11	NL			
10	17	1977	19	DM	M	36	49
10	17	1977	17	OT	M	19	
10	17	1977	14	DS	F		
10	17	1977	17	DS	F	48	
10	17	1977	19	DM	F	36	44
10	17	1977	3	DM	M	36	31
10	17	1977	21	DM	M	37	40
10	17	1977	14	DM	F	35	40
10	17	1977	16	DM	M	33	23
10	17	1977	19	DM	M	36	42
10	17	1977	4	DS	F	48	
10	17	1977	17	DS	M	49	
10	17	1977	11	DS			
10	17	1977	19	RM	M	18	13
10	17	1977	11	DM	F	36	42
10	17	1977	19	DM	M	35	31
10	17	1977	14	NL			
10	17	1977	3	DM	M	36	39
10	17	1977	15	DM	M	37	48
10	17	1977	17	DO	F	32	48
10	17	1977	17	DM	M	33	29
10	17	1977	14	DM	M	36	45
10	17	1977	17	DM	F	35	39
10	17	1977	17	OL	F		23
10	17	1977	4	DS	F	47	
10	17	1977	17	DO	F	33	31
10	17	1977	7				
10	17	1977	10				
10	17	1977	23				
10	18	1977	8	DS	F	50	
10	18	1977	16	DM	F		43
10	18	1977	5	DS	F	47	
10	18	1977	5	DM	M	37	43
10	18	1977	12	DS	F	50	
10	18	1977	12	PF	M	16	8
10	18	1977	19	OX			
10	18	1977	5	DM	F	37	45
10	18	1977	5	DS	M	52	
10	18	1977	12	DM	M	36	40
10	18	1977	8	DO	F	35	41
10	18	1977	12	DM	M	37	41
10	18	1977	8	DS	F	49	
10	18	1977	12	DM	F	36	39
10	18	1977	5	DS	M	50	
10	18	1977	16	DM	M	34	25
10	18	1977	21	PF			
10	18	1977	3	NL			
11	12	1977	22	DM	F	34	45
11	12	1977	2	DM	F	37	36
11	12	1977	6	DM	F	38	40
11	12	1977	13	DM	M	36	44
11	12	1977	2	NL			
11	12	1977	2	DM	M	37	47
11	12	1977	22	OL			
11	12	1977	1	DM	M	36	40
11	12	1977	18	NL			
11	12	1977	2	DM	M	38	44
11	12	1977	2	OT			
11	12	1977	1	DO	F	32	44
11	12	1977	9	DS	F	50	117
11	12	1977	13	PF	F	16	7
11	12	1977	18	DM	M	36	40
11	12	1977	20	DM	F	35	39
11	12	1977	2	DM	F	36	40
11	12	1977	1	DS	F	51	121
11	12	1977	2	NL			
11	12	1977	9	DM	M	37	46
11	12	1977	1	DM	F	38	35
11	12	1977	2	OL			
11	12	1977	20	DS	M	51	115
11	12	1977	9	PF	F	16	7
11	12	1977	20	DM	F	36	39
11	12	1977	9	DM	M	35	40
11	12	1977	13	DM	M	36	40
11	12	1977	22	DM	F	36	35
11	12	1977	6	DM	M	34	36
11	12	1977	18	DM	M	37	44
11	12	1977	9	PF	F	15	6
11	12	1977	1	PF	F	15	7
11	12	1977	9	DS	F	48	120
11	12	1977	1	DO	M	33	48
11	13	1977	14	DM	M	36	44
11	13	1977	17	DM	F	33	38
11	13	1977	17	DS	F	48	118
11	13	1977	17	DM	M	37	40
11	13	1977	11	DS	F	52	126
11	13	1977	11	DM	M	36	37
11	13	1977	17	DS	M	50	132
11	13	1977	21	OL			
11	13	1977	21	OL			
11	13	1977	11	DM	F	36	39
11	13	1977	14	DS	F		113
11	13	1977	11	NL			
11	13	1977	11	PF	M	15	7
11	13	1977	11	DS	F	53	122
11	13	1977	14	NL			
11	13	1977	4	DS	F	48	107
11	13	1977	14	DM	M	36	43
11	13	1977	14	DM	F	36	40
11	13	1977	17	RM	F	16	7
11	13	1977	4	DS	F	50	115
11	13	1977	17	DM	F	36	39
11	13	1977	21	OL			
11	13	1977	3				
11	13	1977	15				
11	13	1977	19				
11	14	1977	12	DM	M	37	40
11	14	1977	12	DS			
11	14	1977	12	NL			
11	14	1977	5	DS	F	50	116
11	14	1977	8	PF	F	9	6
11	14	1977	12	DM	F	36	38
11	14	1977	5	DS	M	53	137
11	14	1977	5	DM	M	36	42
11	14	1977	5	DS	M	52	126
11	14	1977	8	DS	F	49	112
11	14	1977	8	DO	F	34	39
11	14	1977	5	DM	F	36	41
11	14	1977	7				
11	14	1977	10				
11	14	1977	16				
11	14	1977	23				
12	10	1977	13	DM	F	38	48
12	10	1977	9	DS	F	51	121
12	10	1977	2	DM	F	37	42
12	10	1977	13	DM	M	36	42
12	10	1977	2	DM	M	37	52
12	10	1977	20	DM	F	36	38
12	10	1977	22	DM	M	36	45
12	10	1977	2	DM	F	37	37
12	10	1977	9	DO	F	33	40
12	10	1977	1	DM	M		38
12	10	1977	9	PF	F	15	7
12	10	1977	2	OT			
12	10	1977	2	PF			
12	10	1977	9	DM	M	38	44
12	10	1977	13	PF	F	16	7
12	10	1977	2	NL			
12	10	1977	18	DM	F	37	33
12	10	1977	18	DM	F	37	38
12	10	1977	2	DM	M	36	47
12	10	1977	20	DM	F	36	39
12	10	1977	1	PF	F	16	7
12	10	1977	2	OL			
12	10	1977	9	OT			
12	10	1977	13	DM	M	35	42
12	10	1977	6	DM	M	38	36
12	10	1977	9	OL			
12	10	1977	2	OT			
12	10	1977	18	DM	M	37	44
12	10	1977	20	DS	M	51	116
12	10	1977	2	DM	M	35	43
12	10	1977	1	DO	M	33	45
12	10	1977	9	DS	F	51	116
12	10	1977	2	OT			
12	10	1977	9	DM	M	36	42
12	10	1977	1	DM	F	36	38
12	10	1977	7				
12	10	1977	10				
12	10	1977	16				
12	10	1977	19				
12	10	1977	23				
12	11	1977	12	DS	F		114
12	11	1977	14	DM	M	36	41
12	11	1977	17	DM	M	36	40
12	11	1977	4	DS	M	49	134
12	11	1977	5	DS	M	49	139
12	11	1977	5	NL			
12	11	1977	4	DS	F	51	118
12	11	1977	8	DO	F	32	41
12	11	1977	11	DM	M	35	37
12	11	1977	12	NL			
12	11	1977	4	PF	M	15	6
12	11	1977	5	OT			
12	11	1977	11	DS	F	49	127
12	11	1977	21	OT			
12	11	1977	8	PF	F	15	6
12	11	1977	11	NL			
12	11	1977	8	DS	F		120
12	11	1977	17	DS	F	47	115
12	11	1977	3	OT			
12	11	1977	14	DM	F	36	40
12	11	1977	14	DS	F	47	114
12	11	1977	17	DM	F	35	37
12	11	1977	17	DM	M	37	46
12	11	1977	8	DS	M	49	149
12	11	1977	11	DM	F	37	38
12	11	1977	11	DS	M	52	127
12	11	1977	14	NL			
12	11	1977	12	DM	F	38	36
12	11	1977	12	DM	M	37	41
12	11	1977	11	OT			
12	11	1977	14	DM	M	37	44
12	11	1977	11	DS	M	48	138
12	11	1977	12	DS	M	49	110
12	11	1977	4	DS	F	49	110
12	11	1977	4	OT			
12	11	1977	17	NL			
12	11	1977	17	DM	F	36	37
12	11	1977	5	OT			
12	11	1977	3	PF	M	16	7
12	11	1977	11	DS	F	51	121
12	11	1977	21	OT			
12	11	1977	21	OT			
12	11	1977	5	DM	F	36	43
12	11	1977	15				
1	8	1978	3	OL			
1	8	1978	13	DM	M	36	43
1	8	1978	2	NL			
1	8	1978	2	DM	M	35	44
1	8	1978	20	DM	F	36	36
1	8	1978	3	NL			
1	8	1978	13	PF	F	16	8
1	8	1978	2	DM	M	36	38
1	8	1978	9	DS	F	48	122
1	8	1978	2	OL			
1	8	1978	9	PF	M	16	7
1	8	1978	9	DO	F		42
1	8	1978	9	DM	M	38	46
1	8	1978	2	PE	M	26	22
1	8	1978	2	DM	M	36	38
1	8	1978	2	DM	M	38	48
1	8	1978	3	PF	M	15	7
1	8	1978	2	DM	M	36	43
1	8	1978	2	DM	F	37	35
1	8	1978	2	DM	M	36	43
1	8	1978	20	DM			
1	8	1978	6	DM	M	34	36
1	8	1978	9	DS	F	51	117
1	8	1978	2	DM	F	37	37
1	8	1978	20	DS	M	51	122
1	8	1978	9	DM	M	36	43
1	8	1978	13	DM	M	37	42
1	8	1978	20	NL			
1	8	1978	2	PF	F		7
1	8	1978	2	DM	M		45
1	8	1978	2	OT			
1	8	1978	7				
1	8	1978	22				
1	9	1978	14	OT			
1	9	1978	17	DM	M	36	40
1	9	1978	17	DM	F	34	37
1	9	1978	17	DS	F	47	117
1	9	1978	11	DM	M	36	40
1	9	1978	1	DM	M	36	40
1	9	1978	4	DS	M	49	132
1	9	1978	14	OL			
1	9	1978	1	DM	F	38	36
1	9	1978	11	NL			
1	9	1978	8	OT			
1	9	1978	8	DS	M	53	150
1	9	1978	11	DM	M	38	44
1	9	1978	14	DM	F	36	40
1	9	1978	4	DS	F	50	126
1	9	1978	11	DS	F	51	122
1	9	1978	8	DS	F	50	136
1	9	1978	14	NL			
1	9	1978	14	DS	F	48	116
1	9	1978	17	DM	F	36	38
1	9	1978	11	DM	F	37	39
1	9	1978	1	DS	F	49	135
1	9	1978	14	DM	M	36	46
1	9	1978	17	DS	M	50	133
1	9	1978	11	DS	M	53	136
1	9	1978	19				
1	9	1978	23				
1	10	1978	18	DS	F	51	141
1	10	1978	12	NL			
1	10	1978	18	DM	F	36	38
1	10	1978	12	DM	F	36	35
1	10	1978	21	OT			
1	10	1978	5	DS	M		135
1	10	1978	5	OT			
1	10	1978	18	DM	F		33
1	10	1978	18	DM	M	38	51
1	10	1978	5	DS	F		122
1	10	1978	18	DM	F	34	33
1	10	1978	18	DM	M	38	47
1	10	1978	18	DM	M	36	49
1	10	1978	21	OT			
1	10	1978	18	DM	M		46
1	10	1978	5	DM	F		45
1	10	1978	12	DM	M		41
1	10	1978	10				
1	10	1978	15				
1	10	1978	16				
2	18	1978	3	OT	M		24
2	18	1978	2	DS	M	53	157
2	18	1978	13	DM	M	35	51
2	18	1978	2	OX			
2	18	1978	2	NL	M		218
2	18	1978	20	DM	F	39	38
2	18	1978	2	PF	F	16	7
2	18	1978	6	DM	F	38	
2	18	1978	22	DM	M	39	45
2	18	1978	2	DM	M	38	52
2	18	1978	9	DM	M	38	50
2	18	1978	2	DM	M	37	51
2	18	1978	9	DS	F		126
2	18	1978	20	DM	F	33	39
2	18	1978	2	OT	F		24
2	18	1978	3	OT	F	15	23
2	18	1978	2	DM	F	37	40
2	18	1978	2	DM	M	36	41
2	18	1978	13	DM	M	37	46
2	18	1978	2	OT	M		25
2	18	1978	2	PE	M	22	25
2	18	1978	19				
2	18	1978	23				
2	19	1978	5	DM	F	36	39
2	19	1978	17	DM	F	34	42
2	19	1978	4	DS	F	49	
2	19	1978	17	DM	M	37	39
2	19	1978	21	OT	F	20	23
2	19	1978	4	DS			
2	19	1978	5	DS	M	49	
2	19	1978	4	DS	F	49	124
2	19	1978	5	DS	F	49	114
2	19	1978	11	DM	M	36	44
2	19	1978	11	DM	M	38	48
2	19	1978	14	DS	F	47	
2	19	1978	14	DM	F	39	44
2	19	1978	8	DS	F	49	132
2	19	1978	4	PF			
2	19	1978	17	DS	F	46	137
2	19	1978	21	OT			
2	19	1978	4	DM	M	35	39
2	19	1978	5	DM	F	35	56
2	19	1978	17	OL	F	20	35
2	19	1978	17	DM			
2	19	1978	11	DM			
2	19	1978	14	NL			197
2	19	1978	5	OT	F	18	22
2	19	1978	5	OT	M	20	25
2	19	1978	7				
2	19	1978	8	DS	M	55	154
2	19	1978	10				
2	20	1978	15	DM	M	38	49
2	20	1978	18	DM	F	36	44
2	20	1978	18	DM	F	38	35
2	20	1978	12	DM	F	37	36
2	20	1978	1	DM	F	35	39
2	20	1978	12	DS	F	50	133
2	20	1978	15	DM	M	38	50
2	20	1978	1	DM	M	36	43
2	20	1978	15	DM	F	35	40
2	20	1978	18	DM	M	38	45
2	20	1978	12	DM	M	38	44
2	20	1978	18	NL	M	32	228
2	20	1978	1	DS	F	52	144
2	20	1978	16	DM	F	37	46
2	20	1978	16	DM	M	35	48
3	11	1978	2	PF	F	15	7
3	11	1978	20	DM	M	38	45
3	11	1978	2	PF	M	14	8
3	11	1978	22	DS	F	47	133
3	11	1978	22	DM	F	37	40
3	11	1978	3	NL	M	32	232
3	11	1978	9	DS	F	49	128
3	11	1978	2	DS	M	54	153
3	11	1978	3	OT	F	21	22
3	11	1978	20	OT	F	20	21
3	11	1978	2	DM	M	37	53
3	11	1978	2	NL			
3	11	1978	13	PF	F	15	8
3	11	1978	2	OT	M	18	25
3	11	1978	2	DM	M	35	43
3	11	1978	20	DM	F	35	43
3	11	1978	13	OL	M	21	38
3	11	1978	20	DM	F	35	42
3	11	1978	3	OT	M	21	26
3	11	1978	9	DS	F	50	146
3	11	1978	2	OT	F	20	25
3	11	1978	2	PE	M	20	28
3	11	1978	3	PF	M	15	8
3	11	1978	2	PE	F		29
3	11	1978	20	DS	M	49	122
3	11	1978	6				
3	11	1978	23				
3	12	1978	5	DS	M	52	137
3	12	1978	4	DS	M	49	131
3	12	1978	5	DS	F	49	125
3	12	1978	17	DM	M		
3	12	1978	14	DS	F		
3	12	1978	21	OT			
3	12	1978	21	PF	F		
3	12	1978	4	DM	M	35	43
3	12	1978	17	DS	F		
3	12	1978	4	PF			
3	12	1978	5	DS	F		69
3	12	1978	4	DS	F	48	141
3	12	1978	11	DS	M	53	138
3	12	1978	11	DM	M	36	43
3	12	1978	4	DS	F	50	124
3	12	1978	14	DM			
3	12	1978	21	OT	M		
3	12	1978	11	DM	F	37	43
3	12	1978	17	RM			
3	12	1978	5	DM	F	37	45
3	12	1978	11	DM	M	36	46
3	12	1978	14	DM	F		
3	12	1978	5	DM	F	36	43
3	12	1978	5	DM	M	37	49
3	12	1978	17	OL			
3	12	1978	5	DM	M	35	47
3	12	1978	17	DS	M		
3	12	1978	5	DM	M	35	
3	12	1978	11	DS	F		
3	12	1978	17	OT	F		
3	12	1978	17	DM	F		
3	12	1978	5	OT	M	20	26
3	12	1978	10				
3	13	1978	8	DS	M	49	152
3	13	1978	18	DM	F	37	44
3	13	1978	15	DM	M	36	48
3	13	1978	8	OT	M	15	29
3	13	1978	15	DM	F		44
3	13	1978	18	DM	M	36	49
3	13	1978	15	DM	M	35	45
3	13	1978	1	DM	F		51
3	13	1978	8	DO	M	35	57
3	13	1978	18	DM	M	37	
3	13	1978	8	DS	F	47	134
3	13	1978	1	DM	F	37	44
3	13	1978	16	OL	F		30
3	13	1978	8	OT	F	16	35
3	13	1978	15	DM	M	37	48
3	13	1978	1	DS	F		146
3	13	1978	18	DM	F		37
3	13	1978	7				
3	13	1978	12				
3	13	1978	15	DM	M	36	46
3	13	1978	19				
4	8	1978	2	DS	F	47	110
4	8	1978	2	OT		19	
4	8	1978	2	DM	M	33	
4	8	1978	6	DM	M	36	
4	8	1978	6	OT	F	18	
4	8	1978	6	NL	M		
4	8	1978	9	DM	F	36	
4	8	1978	13	PF	M		
4	8	1978	13	PE	M	19	
4	8	1978	13	OL	M		
4	8	1978	13	DS	M	48	
4	8	1978	13	PE	M	18	
4	8	1978	20	DM	M	36	
4	8	1978	20	PE	F	21	
4	8	1978	22	DM	F	37	
4	8	1978	22	OT	M	20	
4	8	1978	9	DM	F	35	
4	8	1978	2	NL			
4	8	1978	2	DS	M		
4	8	1978	9	PF	F		
4	8	1978	13	DM	M	35	
4	8	1978	9	DS	F	49	
4	8	1978	20	DM	F	36	
4	8	1978	2	DM	M	37	
4	8	1978	3	NL	F	32	
4	8	1978	21	OT	F	20	
4	8	1978	2	DM	F		
4	8	1978	9	DM	M	34	
4	8	1978	22	DS	F	49	
4	8	1978	9	DS	M	48	
4	8	1978	9	DS	F		
4	8	1978	13	SS			
4	8	1978	20	DS	M	50	
4	8	1978	2	DM	M	35	
4	8	1978	9	DM	F	36	
4	8	1978	22	DM	F	35	
4	8	1978	13	DM	M		
4	8	1978	13	OL			
4	8	1978	6				
4	9	1978	4	DM	M	37	26
4	9	1978	4	DM	M	35	44
4	9	1978	5	DM			
4	9	1978	5	DM	M	37	48
4	9	1978	5	DM	M	36	39
4	9	1978	5	DM	M	37	44
4	9	1978	5	DM	M	37	45
4	9	1978	8	OT	M	20	27
4	9	1978	8	DM	M	36	36
4	9	1978	11	SA			
4	9	1978	11	DM	M		51
4	9	1978	11	DM	F	37	45
4	9	1978	11	DM	M	37	47
4	9	1978	14	DS	F	47	90
4	9	1978	17	OT	M		23
4	9	1978	17	DM	M	39	49
4	9	1978	11	DS	M	52	131
4	9	1978	5	DS	F	50	114
4	9	1978	17	DM	M	36	42
4	9	1978	8	DS	M	52	148
4	9	1978	5	DS	F	50	76
4	9	1978	5	DS	M	53	141
4	9	1978	17	DM	F	34	42
4	9	1978	4	DS	F	49	121
4	9	1978	11	DM	M	35	44
4	9	1978	17	DO	F	33	55
4	9	1978	4	DS	M	50	133
4	9	1978	17	DS	M	50	142
4	9	1978	8	DS	F	48	142
4	9	1978	11	DM	F	36	46
4	9	1978	5	DM	F	35	50
4	9	1978	14	DS	F	46	142
4	9	1978	8	DM			
4	9	1978	4	DS	F	48	84
4	9	1978	4	DM	M	34	42
4	9	1978	17	DS	F	47	142
4	9	1978	4	DS	F	47	118
4	9	1978	17	DM	F	35	43
4	9	1978	11	DS	F	51	132
4	9	1978	11	DS	F	47	75
4	9	1978	14	DM	F		49
4	9	1978	19				
4	9	1978	23				
4	10	1978	1	SA			
4	10	1978	1	DS	M	55	168
4	10	1978	1	DM	F	38	43
4	10	1978	18	DS	F	46	84
4	10	1978	12	DM	F	37	
4	10	1978	1	DS	F	49	87
4	10	1978	12	DS	F		117
4	10	1978	18	DM	F	35	42
4	10	1978	16	DM	F	34	41
4	10	1978	1	DS	F	48	140
4	10	1978	18	DM	F	33	40
4	10	1978	12	DM	M	38	45
4	10	1978	18	NL	M		225
4	10	1978	16	OT	M	20	18
4	10	1978	15	DM	M	36	47
4	10	1978	18	DM			48
4	10	1978	1	DS	M	48	89
4	10	1978	18	DM	M	38	51
4	10	1978	7				
4	10	1978	10				
5	6	1978	2	PF	M	14	8
5	6	1978	22	DM	M	38	47
5	6	1978	2	DS	M	53	149
5	6	1978	9	DS	F	49	124
5	6	1978	6	DS	F	48	73
5	6	1978	2	DM	M	37	48
